"vehicle_id","is_delivery","actual_price","recommended_price","num_images","description_length","is_recent_model"
347290,1,24,28,10,10,0
302439,1,152,142,15,10,0
343138,1,28,32,5,47,0
406343,0,37,43,3,42,1
258032,0,39,33,7,11,0
392487,1,39,45,7,10,1
368964,1,64,50,3,312,1
247079,1,46,41,1,11,0
368790,1,85,161,16,16,1
430349,0,29,33,9,44,0
251468,1,43,63,15,55,0
131758,1,55,51,19,118,0
292704,0,20,25,12,200,0
318193,1,37,41,12,209,0
124242,1,39,40,3,175,0
332028,1,93,75,16,83,1
327934,0,28,41,3,103,0
333512,1,45,41,6,10,0
388255,1,52,70,20,81,0
379474,1,49,36,11,197,0
249548,1,38,40,8,262,1
301753,1,55,63,14,27,1
288278,1,176,168,16,44,1
237806,1,49,46,11,70,1
224725,1,41,44,11,163,0
421327,0,39,35,8,328,0
347254,1,39,36,10,70,0
274226,0,26,31,4,114,0
401771,0,30,38,8,143,0
362079,1,120,101,16,151,0
390380,1,44,50,3,35,1
281803,1,49,42,11,86,1
167386,1,45,50,4,10,1
333294,1,36,38,4,77,1
385135,0,88,77,9,108,0
342001,0,27,28,6,56,0
408271,0,49,38,5,67,0
216278,1,34,44,15,69,1
320483,1,32,34,11,10,0
382178,1,37,59,12,63,0
290329,1,20,32,7,288,0
404766,1,99,103,18,122,1
358859,1,58,56,15,188,0
345953,1,34,36,14,10,0
308696,1,56,57,12,86,0
352413,1,190,197,15,34,0
84831,1,54,55,12,195,0
371753,1,35,34,5,224,0
403382,1,34,40,6,55,1
363000,0,85,63,17,172,0
361670,1,123,111,12,218,1
317950,1,76,76,6,794,0
374198,1,31,35,16,38,1
348803,1,25,34,7,152,0
163959,0,27,31,2,40,0
199226,1,59,60,16,57,1
361283,0,38,42,18,336,0
419528,0,50,44,8,279,0
328452,0,30,42,12,33,1
232431,1,21,29,5,15,0
357634,1,87,62,15,56,1
408126,0,29,28,7,268,0
35058,0,47,44,4,104,0
240320,1,49,43,9,124,1
326908,1,33,29,6,10,0
384111,1,126,85,20,235,1
272133,1,32,42,6,16,0
423720,1,48,69,17,35,1
297546,1,41,44,2,125,0
428126,0,60,62,8,147,0
365004,1,134,202,8,51,0
370623,1,37,33,17,434,1
366807,1,31,35,7,10,1
148270,1,52,69,15,187,1
300945,1,39,42,9,50,0
363348,1,76,83,7,166,1
218626,1,100,77,5,200,1
258107,0,33,35,9,48,0
382246,1,103,100,15,30,0
249380,1,37,65,2,141,0
125789,1,83,43,5,103,0
367945,1,68,59,6,167,0
328196,1,112,121,13,59,1
106804,1,31,36,2,10,0
369354,1,32,35,8,31,1
413898,0,68,65,2,98,0
304093,1,69,44,6,131,0
274650,1,70,59,3,52,0
381369,1,23,33,4,121,0
399442,0,17,28,1,22,0
342007,1,27,29,5,19,0
407989,0,53,80,3,51,1
362275,1,30,40,17,163,0
393456,0,34,34,6,85,0
352416,1,65,45,3,313,0
349642,1,40,37,19,37,0
333317,1,32,40,4,82,1
311314,1,52,49,4,40,1
129931,1,37,34,19,57,0
318492,1,64,77,16,257,1
350901,1,70,44,4,107,0
256088,1,61,41,11,24,1
419398,0,25,35,11,95,0
348753,0,30,34,4,237,0
414584,1,46,66,12,16,0
259260,0,39,36,2,174,0
241072,0,59,79,11,155,1
169082,0,38,33,8,132,0
262660,1,99,80,6,154,1
244812,1,23,26,1,36,0
419878,0,32,32,11,168,0
349539,1,29,35,14,170,0
413688,1,80,59,5,23,0
246072,1,20,28,15,318,0
285057,0,41,46,10,74,0
196992,1,39,43,10,374,0
288644,0,44,43,3,15,0
387142,0,62,53,16,37,0
409824,1,39,57,2,37,1
362086,0,39,37,9,98,0
251857,1,72,84,2,64,0
321646,1,31,36,6,331,0
226126,1,45,44,15,51,0
249490,1,41,52,20,28,1
404348,1,46,38,7,10,0
339544,1,54,61,16,108,1
368601,0,69,142,5,34,1
412598,0,51,68,8,11,1
336779,1,41,35,5,80,0
340879,0,26,32,6,186,0
243657,1,60,43,7,47,1
364274,1,70,118,9,124,0
385579,0,40,41,1,443,0
100860,1,150,120,10,20,0
350282,1,95,115,12,21,1
427409,0,33,37,4,10,1
355865,1,75,52,4,181,0
404992,1,47,58,8,63,0
427757,0,45,38,3,60,0
357483,1,46,76,13,64,1
302979,1,38,42,8,263,1
323596,1,79,85,8,25,0
157165,1,88,88,11,53,0
64089,1,57,45,9,39,0
429517,1,172,86,9,200,1
176415,1,109,94,8,50,1
276235,0,60,57,4,174,0
223000,1,49,37,6,334,0
424339,1,59,62,2,35,1
393773,1,55,49,9,139,1
429715,1,59,54,15,223,1
246129,1,89,101,20,12,1
260311,1,122,98,9,87,0
400933,0,46,41,8,15,0
360288,1,29,31,7,44,0
308341,0,54,48,4,73,1
383867,0,145,136,8,120,1
278774,1,71,28,16,10,0
245754,1,82,72,6,256,0
187910,1,45,42,13,10,0
383483,1,200,193,2,10,1
195358,1,78,49,3,333,0
252924,1,58,66,12,156,0
425973,1,54,64,15,89,0
404151,0,27,34,7,54,0
325557,0,95,58,8,133,1
258899,0,150,106,7,56,1
378701,1,117,115,17,10,0
318043,1,150,85,6,14,1
160062,1,270,263,14,113,1
427747,0,45,38,3,47,0
328654,1,24,37,5,139,0
400497,1,113,83,7,152,1
327636,1,56,57,15,58,0
259806,1,38,35,1,19,0
51432,0,159,75,14,105,0
349906,0,91,88,6,30,0
426729,1,48,70,7,10,0
177065,0,25,27,7,32,0
405318,0,142,121,13,88,0
281305,0,32,33,4,24,0
122823,1,57,88,2,22,0
321121,0,85,88,1,42,1
138388,1,70,63,3,64,0
332130,1,272,268,6,56,0
168338,1,250,71,5,240,0
243407,1,50,77,1,21,0
127407,0,52,42,13,10,0
216549,1,55,39,6,64,0
219407,1,71,64,9,10,1
335916,1,43,52,3,42,0
176873,1,90,63,5,54,0
377947,1,90,65,19,164,0
395623,1,38,32,6,74,1
233967,0,67,63,16,33,0
366708,0,50,72,14,143,1
347981,0,51,70,11,10,1
3394,1,67,39,8,149,0
425722,0,42,90,17,189,1
392687,0,120,128,12,39,1
303338,1,112,121,16,69,0
399661,0,59,43,9,195,0
363314,1,284,89,11,73,1
404614,1,43,42,8,65,0
328581,1,47,46,5,99,1
263153,1,39,37,4,372,0
300265,1,119,106,3,14,1
408967,0,999,519,9,30,1
255120,1,80,70,8,15,1
370176,1,150,201,6,69,1
373991,1,80,72,10,65,1
167702,1,97,75,3,96,0
401705,1,196,180,6,341,1
216711,1,38,38,6,23,0
405348,1,56,61,10,77,0
392854,1,207,158,7,20,1
392196,1,213,178,16,32,0
281631,1,30,34,6,76,0
372268,1,40,37,4,11,0
313262,1,96,80,20,11,0
202282,1,70,66,7,267,1
338913,0,224,166,5,244,1
139256,1,68,49,20,10,1
310704,1,71,67,20,16,0
154620,0,77,80,11,17,1
384094,1,37,44,4,19,0
403902,1,28,32,9,129,0
385674,1,65,80,9,83,0
409690,1,50,42,14,275,1
384309,1,62,55,4,197,0
382462,1,33,35,5,29,0
349084,1,61,43,4,15,0
299889,1,367,228,20,409,0
193226,1,181,133,15,99,1
51020,1,79,52,4,89,0
229689,1,89,85,14,28,0
384114,1,35,37,9,170,0
287555,1,41,33,3,20,0
381886,1,59,54,16,265,1
398934,1,108,64,12,99,1
349220,1,60,46,15,10,1
38140,1,25,27,19,26,0
370472,1,125,163,1,178,1
298922,0,32,43,4,277,0
315289,1,25,29,2,48,0
377022,1,122,80,15,479,1
372270,0,186,133,1,10,1
191377,1,50,34,1,96,0
397013,1,29,31,6,11,1
337574,0,31,32,13,32,0
392473,1,52,44,6,13,1
357093,1,129,91,4,90,1
336810,1,78,81,15,257,1
431528,1,79,83,18,224,1
296507,1,51,37,1,124,0
417371,1,34,36,1,10,0
285928,1,39,41,2,27,0
134955,0,60,64,6,189,0
208417,1,94,70,3,97,0
227920,1,99,92,7,209,0
315478,1,32,35,9,14,0
408954,0,150,91,15,403,0
339913,1,448,231,9,134,1
246866,1,95,71,3,55,0
338322,0,36,34,7,164,0
255537,1,50,37,5,18,1
278625,1,79,77,17,127,0
362303,0,31,46,10,379,0
432359,1,50,60,16,81,0
328966,1,69,64,5,66,1
373168,1,205,155,11,296,0
174288,0,31,41,4,10,1
180398,1,175,90,4,141,0
367996,1,155,164,18,87,1
383439,1,62,73,6,130,1
191793,0,20,32,5,134,0
423931,0,56,78,18,137,1
293339,1,92,76,11,73,0
353707,1,112,81,11,25,0
404365,1,55,56,13,44,0
375817,1,73,65,14,12,0
245788,1,156,82,18,176,0
281577,1,55,56,12,273,0
378488,1,39,46,5,26,1
425476,0,34,29,18,378,0
336394,1,119,86,19,247,1
411452,1,33,35,3,257,0
361822,1,34,39,20,223,0
262083,1,29,33,19,14,1
235564,1,85,68,7,68,0
157590,1,119,121,5,10,1
375229,1,43,39,10,23,0
314479,1,53,34,14,10,1
339203,1,135,118,13,101,0
217907,1,45,37,4,63,0
251871,0,125,72,15,10,0
295210,1,41,36,3,20,0
270627,1,87,80,13,27,1
236014,1,54,83,5,226,1
388880,0,29,39,11,24,0
158848,1,88,53,4,99,0
353371,1,128,92,2,411,0
221396,1,79,80,15,11,0
231995,1,61,62,19,10,0
333360,1,36,38,5,16,1
395869,0,83,66,6,44,0
393082,1,70,101,19,124,0
325161,1,45,174,13,200,1
395490,1,61,62,12,283,0
311706,1,46,50,3,32,0
387161,1,82,74,14,62,1
246785,1,39,55,4,29,1
417819,1,53,59,15,43,1
346469,1,102,89,9,36,0
334926,1,68,89,14,351,0
161810,1,65,58,15,30,0
313323,1,34,32,3,297,0
341166,1,30,26,11,25,0
382453,1,54,44,10,149,0
295898,1,48,45,8,337,0
372126,1,41,39,8,71,0
253962,0,38,39,3,131,0
282496,1,44,47,19,19,0
394404,1,35,55,6,33,0
353912,1,49,39,7,48,0
364568,1,108,100,5,90,0
380887,1,27,31,13,10,0
171395,1,106,104,10,80,0
403164,1,32,41,2,214,0
295912,1,355,287,16,44,0
344969,1,129,112,7,26,1
287394,0,80,75,12,130,0
269871,0,42,31,7,64,0
388614,1,57,67,17,60,1
351387,1,71,79,6,246,0
364897,0,75,61,4,18,1
279993,1,39,37,13,20,0
336194,1,65,78,17,31,1
255690,1,69,68,1,134,0
349567,1,58,91,8,14,0
379603,0,20,25,8,10,0
358284,0,31,38,14,10,1
422389,0,46,47,7,10,0
416498,0,35,38,5,15,0
189874,1,30,36,7,59,0
380418,0,35,36,17,222,0
405113,1,45,67,13,103,1
383988,1,35,47,3,61,0
374387,0,40,38,2,85,0
386069,0,70,78,14,116,0
232013,1,41,30,5,256,0
271401,1,47,46,6,10,1
395330,1,59,66,15,67,1
356214,1,119,184,8,108,1
415828,0,59,65,15,299,1
205228,1,139,174,4,326,1
337745,0,53,29,5,143,0
426652,1,125,174,9,81,1
381515,1,59,62,10,109,1
326021,1,39,65,15,101,0
267472,1,48,52,2,131,0
386082,0,62,74,10,450,1
252687,1,57,53,5,439,0
343441,1,131,136,19,92,0
425963,0,31,36,3,156,0
369714,1,114,144,20,228,0
280599,0,27,29,6,10,0
373624,1,37,48,11,33,0
300005,1,34,30,8,54,1
251815,1,33,33,14,40,0
331012,1,83,83,19,367,1
389787,1,30,34,11,24,0
270314,1,53,36,12,347,1
379383,0,26,35,7,79,0
421494,0,32,52,2,40,1
420868,0,31,33,1,90,1
265151,1,73,38,5,62,0
156423,1,83,68,14,65,0
243408,1,79,108,13,56,0
433690,1,49,49,11,152,0
417647,0,38,41,3,68,0
21895,1,30,31,5,260,0
265112,0,24,30,1,90,0
394964,1,91,37,12,38,0
400846,0,41,38,17,97,0
331917,1,41,62,11,127,0
213422,1,119,127,17,106,0
378595,0,56,52,8,350,0
421517,0,67,58,16,42,1
304478,1,100,72,9,116,0
346595,0,31,43,3,28,1
193273,1,142,178,18,181,1
407984,1,63,55,2,256,0
377903,0,25,32,15,21,0
396886,1,27,43,20,36,0
422879,1,66,78,20,10,1
382774,0,84,86,2,70,1
244129,0,25,37,1,152,0
394986,1,58,50,13,96,0
270060,1,27,29,8,91,0
382799,1,40,42,16,24,1
375676,1,38,37,16,23,1
217808,0,55,45,3,32,0
381097,0,32,33,2,29,0
348082,1,40,48,6,102,1
346115,1,53,84,10,37,0
422446,0,70,64,9,99,1
361469,0,32,42,1,115,0
347194,1,63,53,2,133,1
368195,1,55,49,6,17,0
344510,1,31,31,15,651,1
353869,1,127,187,14,29,1
429049,0,24,30,6,50,0
242326,1,39,71,14,100,0
256512,1,111,117,15,281,0
246909,0,35,27,7,97,0
281899,1,34,33,7,10,1
391940,0,31,34,7,22,0
430355,0,45,38,3,69,0
222078,0,35,42,14,44,1
404683,1,150,140,9,165,0
298937,1,74,72,15,11,1
426216,1,65,43,12,125,1
150520,1,316,291,20,94,0
54332,1,91,59,2,10,0
410909,0,38,46,12,122,1
274077,1,99,100,7,139,0
197494,1,52,68,6,32,0
389398,1,204,156,20,38,1
352668,1,40,47,9,113,0
379001,1,95,84,20,10,1
421504,0,43,32,14,106,0
324892,1,64,52,10,15,1
352328,1,95,54,1,367,1
401086,0,34,39,16,10,1
320907,0,45,49,16,43,0
410801,1,48,52,6,10,1
431965,1,33,37,4,133,0
269304,1,50,42,7,102,0
199428,0,199,187,6,22,1
304959,1,10,34,7,217,0
279562,1,40,30,1,81,0
417910,1,51,46,16,178,0
410468,1,50,52,13,28,1
412789,0,35,42,1,75,0
406010,1,34,46,11,84,0
208717,0,36,39,1,277,0
266739,1,139,128,9,481,0
336137,0,50,55,9,52,0
344657,0,34,30,8,23,0
392205,0,38,35,15,481,0
297597,1,108,113,17,97,1
385077,1,35,37,14,67,0
397431,1,38,37,10,180,0
313432,1,57,56,11,193,0
229121,1,47,43,7,136,0
238476,1,33,37,7,50,0
236126,1,55,49,6,265,0
60773,1,33,38,4,16,0
396094,0,38,38,11,42,0
228036,1,35,37,7,434,0
345147,1,34,30,3,52,0
107951,1,63,40,3,93,0
413423,1,25,32,12,21,0
233590,1,44,44,14,10,0
298365,1,31,42,9,30,0
323654,1,34,60,6,181,1
432157,0,65,60,5,28,0
405510,1,53,59,9,33,1
330597,1,93,130,12,14,1
239480,1,69,59,3,68,0
282120,1,42,42,7,261,0
308676,1,69,56,11,98,1
346250,1,23,31,7,25,0
297345,1,94,80,18,73,1
375397,1,34,41,10,10,0
253566,1,70,65,4,10,0
354017,1,124,94,17,18,1
377162,1,31,31,18,73,0
205796,1,41,48,4,132,0
258164,1,45,33,4,17,0
395322,0,29,47,12,85,0
